Index,Sentence,Options,Label
327,"All the songs on her album are amazing, but the last one is the one that ruins the vibe.","A. The job was finally his after the last interview that went well.
B. The A team is the best one as it has the best players except Ron, who often negates the others' efforts.
C. Even though I lost everything in the fire, I ended up moving to Arkansas where I won the state lottery.
D. You must go immediately if you want to meet with the Senate. Otherwise, you'll struggle due to the traffic.",B
328,"If you don’t go to sleep early, you will wake up late. As you sow, so shall you reap.","A. Do you know who you're facing? That's the world champion of taekwondo standing right there!.
B. Part of the state budget comes from the federal government’s contentious spending package.
C. She has been talking trash about us all week to everyone. So I don't feel sorry for her when someone spilled all her secrets.
D. In familiy planning, it's wise not to trust just one childcare method. Different parenting styles contribute to a well-rounded upbringing.",C
329,How can you expect to not to fail if you didn't study for the test at all?.,"A. It would have been okay if you had discussed the problem right then and there. Now, it's too late and a lot of work is required to rectify this.
B. If you don’t go to sleep early, you will wake up late. As you sow, so shall you reap.
C. Frank finally had a good sleep in his childhood bed when he returned to the familiarity of his home country after years of working in faraway lands.
D. These files require a throrough look, don't skim through them quickly.",B
330,"Fred built an immense fortune by swindling others, but he lost it all when someone swindled him.","A. This shopkeeper always palms off old stock to the customers.
B. The boy who cried wolf got his comeuppance once the wolves really came.
C. Your 20s are the best time of your life, enjoy it while it lasts.
D. He left his partner to find true love, only to realize that he already had it before.",B
331,"He spent years trying to avoid paying taxes, and now he's facing nearly 10 years in prison for it.","A. She has been talking trash about us all week to everyone. So I don't feel sorry for her when someone spilled all her secrets.
B. Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.
C. It takes a lot of effort to write a novel, so do not think writers do nothing worthy.
D. Although Lexi looks like an airhead, she is one of the wisest people I have ever met.",A
332,She has been talking trash about us all week to everyone. So I don't feel sorry for her when someone spilled all her secrets.,"A. The congressman became so involved in the wording of his bill that he did not realize that the bill could never pass.
B. Little by little, the stove’s radiating heat melted the chocolate bar on the counter nearby.
C. The boy who cried wolf got his comeuppance once the wolves really came.
D. She thinks he is the most attractive man in the world, even though others perceive him as ordinary.",C
333,The boy who cried wolf got his comeuppance once the wolves really came.,"A. He is so engrossed in his work that he is missing out on his personal life and his family.
B. The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.
C. How can you expect to not to fail if you didn't study for the test at all?.
D. The war was finally over and the countries decided to maintain friendly relations with each other.",C
334,"She wanted to buy a dress in case someone asked her to the dance, but I told her not to count her chickens before they hatched.","A. My tiny daily coffee expenses are draining up all my income.
B. It looks easy but it is very hard to drive a car in this traffic. Only experienced drivers can navigate this chaos.
C. A fallen tree cannot provide shade.
D. Although Larry looked forward to meeting his favorite author at the event, he had yet to receive an invite.",D
335,"He wanted to buy a big house and a car, but his father advised him to get a job first.","A. Although Larry looked forward to meeting his favorite author at the event, he had yet to receive an invite.
B. It requires a tremendous amount of focus and discipline to clear the entrance exam. Not everyone can pass it.
C. Enjoy the honeymoon period of your marriage as much as you can before it passes.
D. She worked for weeks on the project and got so exhausted that she decided to go on a vacation for a month.",A
336,Mary started making vacation plans but realized she might not get leave until the project was done.,"A. Sandy is the only one who doesn't show up to the dance class and one of us is always without a partner because of it.
B. Although Larry looked forward to meeting his favorite author at the event, he had yet to receive an invite.
C. Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.
D. I am mad at Kim for choosing not to support me at my wedding.",B
337,"Although Larry looked forward to meeting his favorite author at the event, he had yet to receive an invite.","A. Victor from school is always trying to sell old coins to me saying they are rare and valuable.
B. As someone with social anxiety, joining the debate club many years ago led me to become a powerful and persuasive public speaker.
C. Mary started making vacation plans but realized she might not get leave until the project was done.
D. You should not be using your pen for gossip and rumors, even though other media reporters are doing so.",C
338,John wanted to build and paint the nursery without having heard the adoption agency's decision.,"A. After losing half of the soldiers, they had no other option but to use the tank to fight.
B. Sarah wanted to book the honeymoon tickets before she had even been proposed to.
C. Her atheltic career started with her first visit to the gym. She never looked back and now is a world class athelete.
D. Clark took 10 years to propose to Cece. We all had lost hope but finally he came through.",B
339,Sarah wanted to book the honeymoon tickets before she had even been proposed to.,"A. Although Larry looked forward to meeting his favorite author at the event, he had yet to receive an invite.
B. Enjoy the honeymoon period of your marriage as much as you can before it passes.
C. After going through an extensive workload, Ally got very sick and will be doing nothing but rest during this weekend.
D. Kim checked the papers in a rush so that she can have more free time. But, now she needs to redo them as half of the class complained.",A
